Timestamp,Ang_Vel,Angle,Ang_Accel,Target_RMS_Norm,Comp_RMS_Norm,Symmetry_Score,Phase_Progress,Target_MDF,Target_MNF,Target_ZCR,Target_Raw_Unfilt,label
1776442139.291195,-444.338894,158.654717,16149.897094,0.559105,0.156427,0.949736,0.097678,0.827160,0.905814,0.555941,0.520591,0
1776442139.296195,-476.855837,156.619824,8561.329691,0.579805,0.185151,0.966264,-0.038400,0.819380,0.898109,0.546195,0.540897,0
1776442139.301195,-378.106240,154.866376,-13072.397036,0.620059,0.143518,0.944018,0.095385,0.798895,0.896911,0.491914,0.497029,0
1776442139.306195,-586.860763,152.740797,1753.284566,0.588649,0.146145,0.934430,0.018968,0.820900,0.843266,0.561562,0.554236,0
1776442139.311195,-390.504298,149.989226,16323.025974,0.598751,0.153349,0.932066,0.043399,0.875461,0.839792,0.569911,0.583133,0
1776442139.316195,-382.440871,148.894021,5354.712585,0.605241,0.142326,0.934160,-0.002045,0.825033,0.898982,0.525272,0.527215,0
1776442139.321195,-362.930159,146.777101,-182.444678,0.622504,0.177015,0.972173,0.047274,0.841823,0.888243,0.544551,0.536014,0
1776442139.326195,-359.049401,145.488569,-13804.653259,0.591056,0.113199,0.939948,0.019051,0.809539,0.854523,0.519845,0.513852,0
1776442139.331195,-529.246414,143.585038,-8550.540956,0.571645,0.125350,0.954673,0.026463,0.809300,0.892598,0.573644,0.506978,0
1776442139.336195,-436.493951,140.755830,16951.989751,0.620710,0.169045,0.963989,0.039960,0.876007,0.908062,0.585556,0.521466,0
1776442139.341195,-355.768155,139.558072,5593.274805,0.618978,0.138534,0.931299,0.046097,0.816899,0.869302,0.547426,0.551035,0
1776442139.346195,-377.249103,137.679066,937.437346,0.616043,0.173874,0.961396,0.063165,0.834906,0.867333,0.535232,0.581848,0
1776442139.351195,-340.176420,136.020462,2688.389622,0.578148,0.152222,0.950600,0.035993,0.880143,0.891480,0.517330,0.503124,0
1776442139.356195,-358.390717,134.740024,-12881.872713,0.604673,0.183349,0.953829,0.098760,0.840178,0.881200,0.551850,0.511143,0
1776442139.361195,-465.003356,132.695950,5271.990548,0.610246,0.222425,0.990902,0.099553,0.828178,0.909004,0.524121,0.548247,0
1776442139.366195,-314.614786,130.603926,20651.607017,0.597863,0.148378,0.951039,0.086293,0.856020,0.886188,0.546794,0.547479,0
1776442139.371195,-235.145606,129.853672,-19627.504795,0.695577,0.133210,0.926103,0.069048,0.871060,0.846428,0.576812,0.570810,0
1776442139.376195,-530.731403,128.450140,-32626.373895,0.681266,0.183590,0.954568,0.096426,0.885021,0.912883,0.525767,0.555599,0
1776442139.381195,-577.313413,125.140209,12616.787394,0.607484,0.196842,0.934701,0.094654,0.876466,0.884839,0.539324,0.559276,0
1776442139.386195,-396.843476,123.160315,22921.863438,0.594457,0.118122,0.933998,0.084851,0.810909,0.855780,0.517172,0.518918,0
1776442139.391195,-337.823789,121.657218,-4645.332165,0.646129,0.119783,0.960803,0.142818,0.810353,0.865776,0.510541,0.532491,0
1776442139.396195,-439.447337,120.034727,-12831.535988,0.661452,0.161214,0.943669,0.087899,0.892262,0.890482,0.522343,0.588933,0
1776442139.401195,-482.422129,117.756561,16973.015052,0.652029,0.155523,0.940738,0.126883,0.890545,0.938821,0.513822,0.600029,0
1776442139.406195,-250.542363,115.660242,22808.977614,0.663217,0.158177,0.939235,0.133751,0.821913,0.891039,0.540795,0.574489,0
1776442139.411195,-248.163222,115.493605,-26110.359886,0.679282,0.103620,0.932899,0.101151,0.838888,0.919917,0.517089,0.534903,0
1776442139.416195,-521.965921,113.460527,-8666.622337,0.701379,0.145957,0.941248,0.149129,0.827554,0.919770,0.526387,0.586651,0
1776442139.421195,-342.907116,110.731436,34710.521531,0.627331,0.190571,0.956306,0.106535,0.833752,0.866786,0.544545,0.572118,0
1776442139.426195,-154.013548,110.442589,-11220.286124,0.682424,0.159621,0.962203,0.129935,0.873415,0.873389,0.512225,0.582545,0
1776442139.431195,-458.621482,109.271843,-32599.934079,0.702278,0.186954,0.952329,0.164622,0.840821,0.872833,0.539761,0.610717,0
1776442139.436195,-505.627689,106.370981,6189.674227,0.666579,0.174599,0.940881,0.156251,0.887191,0.882605,0.581595,0.567393,0
1776442139.441195,-385.941453,104.676220,12403.911128,0.718913,0.159500,0.940152,0.179445,0.829381,0.832809,0.520020,0.565867,0
1776442139.446195,-381.182811,102.907438,14919.893315,0.623583,0.163925,0.950691,0.187545,0.773696,0.838757,0.450546,0.540225,0
1776442139.451195,-221.362566,101.255283,13807.933787,0.683012,0.203195,0.929116,0.202754,0.868908,0.860910,0.530701,0.606980,0
1776442139.456195,-239.025376,100.875536,-18881.608720,0.728099,0.192795,0.936612,0.183624,0.860725,0.861911,0.520655,0.639191,0
1776442139.461195,-419.854330,99.156027,-19465.839816,0.667398,0.119044,0.938655,0.163603,0.845608,0.869304,0.440853,0.582212,0
1776442139.466195,-444.776196,97.030745,8553.252484,0.709547,0.179710,0.920722,0.213372,0.881343,0.865404,0.518737,0.564205,0
