Timestamp,Ang_Vel,Angle,Ang_Accel,Target_RMS_Norm,Comp_RMS_Norm,Symmetry_Score,Phase_Progress,Target_MDF,Target_MNF,Target_ZCR,Target_Raw_Unfilt,label
1776442139.489742,-223.5179,170.3265,-8800.0127,0.279371,0.248249,0.899423,0.016507,0.887466,0.976426,0.521226,0.384472,2
1776442139.494742,-267.5180,169.2089,-743.6855,0.316859,0.222702,0.884029,0.000000,0.887658,0.970349,0.493485,0.379633,2
1776442139.499742,-230.9548,167.6513,16502.1686,0.289808,0.292165,0.898427,0.026437,0.910855,0.985089,0.508236,0.335983,2
1776442139.504742,-102.4963,166.8994,8461.6802,0.311565,0.252569,0.859477,0.000000,0.844023,0.994844,0.515163,0.385465,2
1776442139.509742,-146.3380,166.6264,-901.1296,0.309657,0.255337,0.907960,0.000000,0.871169,0.934281,0.509723,0.385632,2
1776442139.514742,-111.5076,165.4360,5203.9623,0.324784,0.252071,0.923265,0.008244,0.872331,0.958692,0.488359,0.402314,2
1776442139.519742,-94.2983,165.5113,-16346.9265,0.321159,0.208013,0.906511,0.062990,0.875720,0.944736,0.506689,0.389135,2
1776442139.524742,-274.9768,164.4930,-11624.9285,0.310714,0.251122,0.908095,0.051635,0.874811,0.914186,0.496874,0.378998,2
1776442139.529742,-210.5476,162.7615,29726.9735,0.320044,0.253645,0.905350,0.048378,0.869616,0.933958,0.516496,0.367309,2
1776442139.534742,22.2929,162.3875,786.9275,0.326188,0.247285,0.904151,0.000000,0.864916,0.971680,0.550428,0.407157,2
1776442139.539742,-202.6783,162.9844,-31307.3754,0.344253,0.260736,0.870801,0.024309,0.896273,0.938429,0.513633,0.357101,2
1776442139.544742,-290.7809,160.3607,4080.9351,0.312956,0.265830,0.876388,0.045039,0.897416,0.948817,0.519030,0.402088,2
1776442139.549742,-161.8690,160.0766,18554.4090,0.337062,0.290528,0.911703,0.057977,0.905457,0.943221,0.482852,0.385624,2
1776442139.554742,-105.2368,158.7421,5748.3043,0.335420,0.265584,0.911470,0.030993,0.892390,0.956552,0.486770,0.379525,2
1776442139.559741,-104.3859,159.0243,-15671.5502,0.288121,0.275333,0.938921,0.045518,0.870014,0.978815,0.511594,0.348202,2
1776442139.564742,-261.9523,157.6982,-2067.3241,0.336142,0.274877,0.930788,0.027137,0.858235,0.931922,0.500538,0.387477,2
1776442139.569741,-125.0592,156.4047,5684.7843,0.347809,0.296185,0.918484,0.064613,0.877102,0.939303,0.524927,0.396714,2
1776442139.574742,-205.1044,156.4476,-22357.3943,0.332171,0.238937,0.917538,0.066887,0.894567,0.922029,0.506942,0.407756,2
1776442139.579741,-348.6331,154.3537,13650.3283,0.322369,0.306353,0.925707,0.066635,0.859406,0.919433,0.515360,0.359341,2
1776442139.584742,-68.6011,152.9613,24025.4871,0.314554,0.258900,0.879491,0.044108,0.848177,0.981277,0.500802,0.414008,2
1776442139.589741,-108.3783,153.6677,-11468.7229,0.321248,0.254215,0.889906,0.048303,0.892591,0.950594,0.501809,0.422450,2
1776442139.594742,-183.2884,151.8775,3003.3742,0.316332,0.289512,0.877140,0.056287,0.878722,0.944700,0.482632,0.345603,2
1776442139.599741,-78.3445,151.8348,-4326.2332,0.336501,0.249915,0.886503,0.062430,0.880623,0.961632,0.524779,0.370458,2
1776442139.604742,-226.5507,151.0940,-2685.4937,0.341774,0.232318,0.905692,0.044608,0.858460,0.966446,0.516579,0.350955,2
1776442139.609741,-105.1995,149.5693,13269.7069,0.324669,0.270211,0.897456,0.067231,0.895488,0.949134,0.486701,0.384380,2
1776442139.614742,-93.8536,150.0420,-12970.7605,0.315433,0.277045,0.896016,0.077974,0.858046,0.967516,0.486900,0.346710,2
1776442139.619742,-234.9071,148.6308,-2532.4159,0.334544,0.290017,0.910828,0.072115,0.873434,0.937549,0.527160,0.393166,2
1776442139.624742,-119.1778,147.6930,11549.1611,0.334400,0.277050,0.861426,0.069459,0.855934,0.924947,0.490206,0.413530,2
