Timestamp,Ang_Vel,Angle,Ang_Accel,Target_RMS_Norm,Comp_RMS_Norm,Symmetry_Score,Phase_Progress,Target_MDF,Target_MNF,Target_ZCR,Target_Raw_Unfilt,label
1776442139.397655,371.793300,139.014900,-1255.381500,0.620516,0.145740,0.976117,0.937539,0.871219,0.928480,0.499569,0.570236,0
1776442139.402656,410.922100,140.122500,5902.061100,0.593878,0.169230,0.924593,0.909957,0.859776,0.965771,0.500136,0.545714,0
1776442139.407655,430.813900,143.124100,-267.867300,0.590946,0.124550,0.922662,0.913294,0.850274,0.934998,0.503085,0.566402,0
1776442139.412656,408.243400,144.430700,-6571.764300,0.578358,0.144977,0.964641,0.904017,0.832336,0.951947,0.504882,0.513036,0
1776442139.417655,365.096200,147.206600,-8913.270300,0.597831,0.144856,0.954042,0.947514,0.852118,0.921773,0.504076,0.556099,0
1776442139.422656,319.110700,148.081600,8998.461800,0.564361,0.150565,0.947335,0.959507,0.877077,0.955308,0.512674,0.527139,0
1776442139.427655,455.080900,150.397700,9167.874700,0.623418,0.190705,0.955617,0.995490,0.843962,0.984932,0.525906,0.557361,0
1776442139.432656,410.789400,152.632400,-17054.904300,0.616434,0.166093,0.954508,0.954503,0.899866,0.956881,0.508379,0.552060,0
1776442139.437655,284.531800,154.505600,-5854.999300,0.561907,0.153023,0.951800,0.973966,0.877111,0.928361,0.541065,0.544954,0
1776442139.442656,352.239500,155.477700,17809.085000,0.607854,0.164063,0.936744,0.987577,0.904871,0.969138,0.515283,0.555601,0
1776442139.447655,462.622700,158.028000,3255.895100,0.561129,0.148203,0.964643,1.000000,0.873936,0.969186,0.497145,0.517397,0
1776442139.452656,384.798400,160.104000,-17125.705400,0.580789,0.152668,0.963264,0.996452,0.841024,0.948313,0.503787,0.547812,0
1776442139.457655,291.365600,161.875900,11553.076800,0.560122,0.172241,0.934488,1.000000,0.850900,0.960196,0.448073,0.494731,0
1776442139.462656,500.329200,163.017600,23437.956900,0.558746,0.127633,0.944672,1.000000,0.854884,0.969162,0.487914,0.524202,0
1776442139.467655,525.745200,166.879200,-11757.634100,0.576158,0.166191,0.970846,0.984216,0.901851,0.957253,0.500134,0.544411,0
1776442139.472656,382.752800,168.275100,-3940.783500,0.523442,0.142467,0.956831,1.000000,0.902299,0.953262,0.460483,0.573361,0
1776442139.477655,486.337300,170.706800,20716.903500,0.544992,0.130994,0.949243,1.000000,0.858351,0.938409,0.496923,0.478135,0
1776442139.482656,-272.109200,170.310000,-21540.985100,0.555772,0.182252,0.915234,0.001484,0.876840,0.944586,0.483841,0.537956,0
1776442139.487655,-379.814100,168.949400,-23357.506000,0.565179,0.167761,0.930265,0.006362,0.833089,0.975395,0.521329,0.519571,0
1776442139.492656,-505.684200,166.511800,-3535.616400,0.576249,0.165516,0.927842,0.013627,0.866347,0.982296,0.538756,0.539517,0
1776442139.497655,-415.170300,163.892600,13333.726800,0.555956,0.152836,0.935905,-0.000000,0.879490,0.967856,0.524092,0.559574,0
1776442139.502656,-372.347000,162.360100,-4775.856400,0.581301,0.146359,0.941593,0.052584,0.902007,0.982980,0.515107,0.538519,0
1776442139.507655,-462.928800,160.169100,-3764.787200,0.555532,0.184011,0.946263,0.007756,0.875671,0.981593,0.462811,0.532641,0
1776442139.512655,-409.994800,157.730800,11740.286000,0.533851,0.120473,0.954427,-0.000000,0.887406,0.957296,0.478343,0.534985,0
1776442139.517655,-345.526000,156.069200,4654.257600,0.537197,0.181239,0.944344,0.037108,0.849582,0.967486,0.496347,0.511747,0
