Timestamp,Ang_Vel,Angle,Ang_Accel,Target_RMS_Norm,Comp_RMS_Norm,Symmetry_Score,Phase_Progress,Target_MDF,Target_MNF,Target_ZCR,Target_Raw_Unfilt,label
1776442139.397655,-292.269043,163.780911,-21457.774134,0.543928,0.164392,0.916878,0.001447,0.782833,1.000000,0.504785,0.575199,0
1776442139.402656,-407.953511,162.472471,-23267.277971,0.511717,0.163553,0.931936,0.006202,0.775528,1.000000,0.564432,0.563632,0
1776442139.407655,-543.148990,160.128320,-3521.958619,0.564203,0.133588,0.929509,0.013284,0.800305,1.000000,0.574659,0.553222,0
1776442139.412656,-445.929158,157.609531,13282.219764,0.553441,0.154196,0.937587,0.000000,0.823593,0.992693,0.564740,0.594565,0
1776442139.417655,-399.933194,156.135782,-4757.407679,0.572358,0.142236,0.943285,0.051260,0.879799,1.000000,0.567564,0.548999,0
1776442139.422656,-497.225957,154.028777,-3750.244152,0.526177,0.181203,0.947963,0.007561,0.851966,1.000000,0.505620,0.527758,0
1776442139.427655,-440.370219,151.683953,11694.934289,0.506609,0.105471,0.956142,0.000000,0.819453,0.996061,0.498101,0.547735,0
1776442139.432656,-371.125098,150.086053,4636.278605,0.493636,0.175588,0.946041,0.036173,0.801811,1.000000,0.525628,0.487769,0
1776442139.437655,-390.379509,148.361213,3263.210417,0.552270,0.129204,0.937032,0.034660,0.800448,1.000000,0.513979,0.547129,0
1776442139.442656,-335.939393,146.590791,-10049.627015,0.582530,0.124928,0.959211,0.024539,0.841157,1.000000,0.557774,0.561552,0
1776442139.447655,-498.739776,145.353418,-11843.974128,0.571241,0.166678,0.938133,0.046480,0.840178,0.999947,0.511170,0.537893,0
1776442139.452656,-463.647410,142.125499,17383.463976,0.608448,0.107102,0.977603,0.069304,0.866939,0.995444,0.511521,0.594763,0
1776442139.457655,-311.302193,141.202206,4556.956208,0.561058,0.178367,0.923639,0.084109,0.857196,1.000000,0.553283,0.613857,0
1776442139.462656,-414.511888,139.338309,-12564.147970,0.511945,0.103974,0.954367,0.040024,0.838936,1.000000,0.563425,0.516995,0
1776442139.467655,-446.775431,137.490954,-10655.560669,0.590642,0.182735,0.937727,0.064410,0.775944,0.998099,0.529631,0.633185,0
1776442139.472656,-529.405721,135.338174,-3367.949052,0.516444,0.117201,0.967957,0.063240,0.802414,0.978548,0.503599,0.598708,0
1776442139.477655,-483.090431,132.751107,20817.054278,0.585161,0.121469,0.958266,0.093485,0.839804,0.980588,0.561805,0.569202,0
1776442139.482656,-304.945314,131.012900,12817.232336,0.580472,0.156049,0.968371,0.071475,0.812802,1.000000,0.533478,0.525240,0
1776442139.487655,-344.888259,130.020752,-15960.755886,0.630418,0.092851,0.917140,0.071239,0.802708,1.000000,0.496797,0.597123,0
1776442139.492656,-477.042567,127.924999,-1963.341969,0.607640,0.175004,0.969115,0.120358,0.832625,0.933906,0.525325,0.571878,0
1776442139.497655,-366.058091,125.749716,17463.735192,0.593214,0.169511,0.950432,0.090595,0.812136,1.000000,0.526191,0.609333,0
1776442139.502656,-288.739377,124.647553,-7312.534868,0.577541,0.130731,0.958641,0.116672,0.792333,0.988182,0.511334,0.588228,0
1776442139.507655,-444.905660,123.164476,-21408.557591,0.566992,0.134460,0.941463,0.122589,0.837278,1.000000,0.550842,0.583040,0
1776442139.512655,-519.577714,120.664247,1585.030520,0.627320,0.134333,0.954556,0.100537,0.879778,0.994651,0.522529,0.575585,0
1776442139.517655,-427.814997,118.512621,14997.835589,0.585886,0.179982,0.939129,0.101753,0.796251,1.000000,0.512501,0.571067,0
1776442139.522655,-357.863127,116.833845,6354.062920,0.599782,0.148217,0.945543,0.136279,0.816171,0.968080,0.573740,0.615863,0
1776442139.527656,-359.302189,115.308550,2278.314539,0.605636,0.156767,0.964727,0.123431,0.800643,0.982766,0.549814,0.556381,0
1776442139.532655,-333.297138,113.616888,-6006.787716,0.574413,0.135935,0.916976,0.133822,0.856490,1.000000,0.564609,0.621326,0
1776442139.537656,-424.070514,112.324412,-1547.146032,0.575074,0.167140,0.947149,0.166260,0.832183,0.990744,0.464170,0.589773,0
1776442139.542655,-349.979326,109.820048,10786.907321,0.591407,0.172794,0.956951,0.120164,0.791128,1.000000,0.495077,0.545609,0
1776442139.547656,-307.760390,109.190928,-1499.247677,0.643732,0.167949,0.951038,0.115175,0.818048,0.958991,0.593179,0.588864,0
1776442139.552655,-366.144984,107.064594,-580.972949,0.602209,0.142363,0.950840,0.160452,0.813214,0.976636,0.483765,0.589228,0
1776442139.557656,-314.024789,105.912713,-7724.583188,0.609881,0.111620,0.960294,0.177893,0.843958,1.000000,0.511652,0.691303,0
1776442139.562655,-449.435516,104.253074,-11517.921824,0.639551,0.151139,0.953486,0.186055,0.790356,0.959122,0.475555,0.647309,0
1776442139.567656,-438.217103,101.888825,19037.094174,0.661955,0.159768,0.954582,0.184250,0.776092,1.000000,0.491973,0.664196,0
1776442139.572655,-244.167546,100.329584,14583.317546,0.651624,0.158342,0.921774,0.175035,0.814218,1.000000,0.554370,0.721218,0
1776442139.577656,-280.972115,99.702675,-12721.091361,0.588973,0.141154,0.970725,0.180075,0.797354,1.000000,0.547761,0.623096,0
1776442139.582655,-381.333009,97.813872,-11899.912505,0.665851,0.159163,0.964272,0.159380,0.836351,0.979233,0.588603,0.659042,0
1776442139.587656,-409.283231,96.288481,-10440.087451,0.632343,0.134668,0.961464,0.192707,0.768481,0.987642,0.544536,0.687190,0
1776442139.592655,-493.903590,94.149453,8414.207000,0.697556,0.117868,0.955273,0.217377,0.778543,0.958912,0.514067,0.621978,0
1776442139.597656,-318.556793,91.866464,26325.569043,0.622430,0.192906,0.963449,0.176058,0.819294,1.000000,0.502600,0.680995,0
1776442139.602655,-210.047443,91.297351,-3529.601580,0.646970,0.137649,0.951626,0.200849,0.824575,1.000000,0.529859,0.657110,0
1776442139.607656,-356.614822,89.985835,-15893.033506,0.698675,0.185633,0.945320,0.198834,0.769318,0.993187,0.524641,0.602364,0
1776442139.612655,-381.414532,88.104436,-1958.658132,0.655913,0.178167,0.935657,0.238178,0.836426,1.000000,0.542856,0.641108,0
1776442139.617656,-377.734064,86.570872,8101.872102,0.651249,0.203607,0.911666,0.203948,0.808170,1.000000,0.481537,0.637989,0
1776442139.622655,-294.055787,84.722458,8239.781205,0.699382,0.129678,0.962437,0.196750,0.837478,0.984093,0.598423,0.632224,0
1776442139.627656,-288.888461,83.938125,-5645.150706,0.665267,0.168373,0.957452,0.246017,0.779900,1.000000,0.548065,0.648428,0
1776442139.632655,-354.924853,82.135968,4560.697401,0.642214,0.168411,0.912697,0.232541,0.839464,0.998944,0.496499,0.625107,0
1776442139.637655,-239.712554,80.760308,3622.557507,0.690319,0.157148,0.941846,0.238445,0.816126,0.991513,0.509138,0.664236,0
1776442139.642655,-315.864486,79.989727,-10293.890089,0.657911,0.120320,0.948158,0.205251,0.841500,1.000000,0.547156,0.610339,0
1776442139.647655,-350.706698,77.932344,9745.563840,0.649765,0.148613,0.913860,0.240618,0.795817,0.970645,0.538902,0.693233,0
1776442139.652656,-210.782764,76.849800,1342.624644,0.756988,0.187847,0.938130,0.209132,0.772140,1.000000,0.504656,0.649380,0
1776442139.657655,-336.229826,76.045080,-7881.401563,0.672261,0.148553,0.958650,0.269965,0.777373,1.000000,0.480464,0.630221,0
1776442139.662656,-295.764123,73.839408,5224.368355,0.765947,0.192555,0.951721,0.235187,0.826742,0.977093,0.491439,0.670510,0
1776442139.667655,-279.897920,73.397043,-5281.547620,0.711288,0.107445,0.962202,0.269729,0.834136,0.969958,0.528719,0.648547,0
1776442139.672656,-352.712556,71.333410,7824.446429,0.720202,0.187524,0.951236,0.296101,0.784495,1.000000,0.544164,0.661729,0
1776442139.677655,-195.530724,70.239133,10528.311528,0.677599,0.197231,0.995562,0.289917,0.868442,0.991070,0.513347,0.703188,0
1776442139.682656,-239.190762,69.582701,-12991.933065,0.703353,0.150754,0.952667,0.270480,0.852526,1.000000,0.561698,0.706596,0
1776442139.687655,-335.616522,68.097604,4452.665039,0.754217,0.183916,0.945903,0.314822,0.834699,0.997798,0.473126,0.705488,0
1776442139.692656,-191.179811,66.577887,16624.045420,0.711104,0.151102,0.922151,0.270793,0.807387,1.000000,0.528412,0.684562,0
1776442139.697655,-156.367352,66.385843,-5537.058377,0.706906,0.152290,0.949749,0.277532,0.825652,1.000000,0.597112,0.632280,0
1776442139.702656,-250.883277,65.177898,-9640.581152,0.684886,0.168806,0.965799,0.289176,0.839744,1.000000,0.532441,0.654392,0
1776442139.707655,-260.317093,64.139590,-4408.521224,0.725075,0.149752,0.959663,0.314841,0.838523,0.953714,0.545490,0.636335,0
1776442139.712656,-298.418301,62.847114,-1629.911078,0.715929,0.161664,0.949587,0.291183,0.776798,1.000000,0.508571,0.655580,0
1776442139.717655,-277.891740,61.467800,8066.147737,0.747696,0.144993,0.992953,0.333603,0.822467,1.000000,0.552742,0.621025,0
1776442139.722656,-211.444831,60.359098,692.015039,0.742852,0.111960,0.935007,0.307124,0.796883,1.000000,0.461982,0.606115,0
1776442139.727655,-270.430055,59.574669,-4781.948911,0.752760,0.129413,0.956008,0.293607,0.845024,1.000000,0.497629,0.676646,0
1776442139.732656,-263.006286,57.937822,23390.587589,0.736359,0.132538,0.926047,0.317464,0.838625,1.000000,0.549912,0.688083,0
1776442139.737655,-18.220388,57.219940,15881.145407,0.677543,0.185569,0.945908,0.305535,0.810882,0.986799,0.515843,0.607249,0
1776442139.742656,-91.767443,57.774724,-23142.794006,0.697303,0.137953,0.940921,0.325439,0.835820,1.000000,0.507444,0.638755,0
1776442139.747655,-267.758156,56.398295,-10448.693080,0.724619,0.157138,0.970003,0.329532,0.837695,1.000000,0.570456,0.628568,0
1776442139.752656,-204.430719,55.377393,1477.090699,0.730626,0.167297,0.960575,0.342641,0.815065,1.000000,0.586022,0.616749,0
1776442139.757655,-251.831374,54.567960,-3698.148274,0.735460,0.131286,0.965095,0.358554,0.814382,1.000000,0.529674,0.661456,0
1776442139.762655,-244.306103,53.122676,16150.759473,0.763038,0.148656,0.955438,0.346329,0.817340,0.998007,0.528887,0.654112,0
1776442139.767655,-77.685407,52.380561,6589.249691,0.753807,0.193331,0.969322,0.371016,0.801536,1.000000,0.523277,0.665074,0
