Timestamp,Ang_Vel,Angle,Ang_Accel,Target_RMS,Comp_RMS,Symmetry_Score,Phase_Progress,pose_score,label
1776503967.8340,434.2326,86.1142,-5318.4780,43.3436,35.6324,0.1607,0.0000,1.0000,golden
1776503967.8502,347.0937,93.2287,-6401.5958,46.7331,38.2527,0.1702,0.0170,1.0000,golden
1776503967.8664,259.9548,100.3433,-7484.7136,50.1225,40.8730,0.1797,0.0339,1.0000,golden
1776503967.8827,103.0979,101.8489,-7465.1329,46.8864,38.8110,0.1593,0.0509,1.0000,golden
1776503967.8989,-56.2489,103.1542,-7406.1702,43.4136,36.5817,0.1379,0.0678,1.0000,golden
1776503967.9156,-144.7078,99.9776,-5082.5542,39.6348,35.4709,0.1548,0.0847,1.0000,golden
1776503967.9323,-227.9159,96.4691,-2591.1860,35.8334,34.4429,0.1745,0.1017,1.0000,golden
1776503967.9485,-230.4769,92.3030,-983.1888,31.8425,33.4916,0.2174,0.1186,1.0000,golden
1776503967.9648,-223.7325,88.0611,522.8811,27.8299,32.5491,0.2629,0.1356,1.0000,golden
1776503967.9810,-207.9775,84.8390,810.7458,24.9924,31.0915,0.3670,0.1525,1.0000,golden
1776503967.9972,-190.7809,81.7800,903.6977,22.3429,29.5514,0.4804,0.1695,1.0000,golden
1776503968.0138,-177.1060,78.6908,1067.8808,20.9856,27.9857,0.5535,0.1864,1.0000,golden
1776503968.0305,-164.1647,75.5953,1246.9038,19.8974,26.4146,0.6182,0.2034,1.0000,golden
1776503968.0469,-138.3830,73.2131,1366.5985,20.5353,25.5367,0.6388,0.2203,1.0000,golden
1776503968.0631,-109.2515,71.0169,1470.8163,21.6234,24.8395,0.6478,0.2373,1.0000,golden
1776503968.0793,-87.1315,69.6118,1203.5687,24.2102,25.1810,0.6227,0.2543,1.0000,golden
1776503968.0955,-67.2424,68.4584,818.1276,27.2737,25.8530,0.5868,0.2712,1.0000,golden
1776503968.1121,-59.2681,67.5100,615.2338,30.2556,26.9068,0.5495,0.2881,1.0000,golden
1776503968.1288,-55.8327,66.6398,481.8819,33.2065,28.1059,0.5117,0.3051,1.0000,golden
1776503968.1452,-47.1810,65.7322,678.7413,36.1739,29.2396,0.5131,0.3220,1.0000,golden
1776503968.1614,-36.1820,64.8078,1024.1958,39.1488,30.3438,0.5320,0.3390,1.0000,golden
1776503968.1776,-15.0497,64.3993,1150.8937,42.4353,31.0291,0.5010,0.3559,1.0000,golden
1776503968.1938,11.4160,64.2624,1162.4566,45.8858,31.4939,0.4439,0.3729,1.0000,golden
1776503968.2104,28.7601,64.7318,977.3653,49.0595,31.5685,0.3969,0.3898,1.0000,golden
1776503968.2271,40.5299,65.5718,672.0966,52.0640,31.4047,0.3562,0.4068,1.0000,golden
1776503968.2435,48.9845,66.2991,617.4827,54.1832,30.7868,0.3260,0.4237,1.0000,golden
1776503968.2597,55.0989,66.9468,739.8016,55.6773,29.8485,0.3033,0.4407,1.0000,golden
1776503968.2759,68.8327,67.9255,1018.5947,56.0825,28.8129,0.2777,0.4577,1.0000,golden
1776503968.2922,88.7571,69.1731,1424.5231,55.6030,27.6981,0.2499,0.4746,1.0000,golden
1776503968.3086,115.5360,70.7975,1298.6182,54.7750,26.7001,0.2339,0.4915,1.0000,golden
1776503968.3254,148.7123,72.7734,676.3356,53.6217,25.8108,0.2289,0.5085,1.0000,golden
1776503968.3418,155.4637,75.4656,446.0217,52.4754,25.5171,0.2285,0.5254,1.0000,golden
1776503968.3581,133.9026,78.9250,635.6744,51.3366,25.8613,0.2329,0.5423,1.0000,golden
1776503968.3743,142.5467,81.0750,506.0008,50.0571,26.0512,0.2431,0.5593,1.0000,golden
1776503968.3905,188.3666,81.6136,-16.6895,48.6044,26.0512,0.2606,0.5763,1.0000,golden
1776503968.4069,191.8856,84.6248,-1508.3387,46.5601,25.5211,0.3035,0.5932,1.0000,golden
1776503968.4236,135.4785,91.1388,-4372.6797,43.6777,24.2401,0.3827,0.6102,1.0000,golden
1776503968.4402,45.4155,93.9599,-5007.0375,40.4371,22.5352,0.4736,0.6271,1.0000,golden
1776503968.4564,-99.7207,90.7380,-1992.3319,36.6101,20.1367,0.5839,0.6441,1.0000,golden
1776503968.4726,-144.9571,87.5369,1206.6749,32.5225,17.7301,0.6776,0.6610,1.0000,golden
1776503968.4888,-0.3838,84.3752,4755.8540,27.9396,15.3084,0.7398,0.6780,1.0000,golden
1776503968.5052,127.7109,84.1860,5823.5599,23.7308,13.1283,0.8073,0.6949,1.0000,golden
1776503968.5219,219.1867,90.6023,1376.8808,20.3531,11.4853,0.8868,0.7119,1.0000,golden
1776503968.5385,243.5320,96.0587,-2251.0203,17.2539,10.0011,0.8938,0.7288,1.0000,golden
1776503968.5547,91.6600,98.9954,-3729.6292,14.8859,8.9337,0.7105,0.7457,1.0000,golden
1776503968.5709,-25.2667,100.3280,-4286.7262,12.6703,8.2257,0.5545,0.7627,1.0000,golden
1776503968.5871,-32.3649,96.6195,-1947.6432,10.9339,8.6472,0.4843,0.7797,1.0000,golden
1776503968.6035,-37.1531,94.1880,-449.6386,9.3705,9.1085,0.4246,0.7966,1.0000,golden
1776503968.6202,-33.0862,96.6515,-2175.7685,8.4698,9.7226,0.4050,0.8136,1.0000,golden
1776503968.6368,-50.7849,98.0976,-3638.2431,7.7583,10.3250,0.3930,0.8305,1.0000,golden
1776503968.6530,-172.9585,94.6603,-3835.1723,7.9547,10.8717,0.4169,0.8475,1.0000,golden
1776503968.6692,-279.5304,90.9134,-3637.2265,8.3609,11.3431,0.4373,0.8644,1.0000,golden
1776503968.6855,-288.5922,85.2319,-971.3116,10.0788,11.3431,0.4360,0.8814,1.0000,golden
1776503968.7017,-290.9695,79.7201,1497.3786,11.9244,11.3966,0.4452,0.8983,1.0000,golden
1776503968.7184,-235.4154,75.6786,2256.7882,14.8769,11.9143,0.5461,0.9153,1.0000,golden
1776503968.7351,-180.8260,71.7795,2917.3311,17.8714,12.4538,0.6474,0.9322,1.0000,golden
1776503968.7513,-139.2605,69.8017,2243.1733,21.4336,13.2887,0.7541,0.9491,1.0000,golden
1776503968.7676,-98.7623,67.8483,1576.2509,24.8428,14.0640,0.8574,0.9661,1.0000,golden
1776503968.7838,-88.1520,66.5778,1111.9217,23.9684,13.1693,0.8662,0.9830,1.0000,golden
1776503968.8000,-77.5417,65.3073,647.5925,23.0940,12.2746,0.8750,1.0000,1.0000,golden
