Timestamp,Ang_Vel,Angle,Ang_Accel,Target_RMS_Norm,Comp_RMS_Norm,Symmetry_Score,Phase_Progress,Target_MDF,Target_MNF,Target_ZCR,Target_Raw_Unfilt,label
1776442139.523335,389.660542,142.153766,1291.974076,0.344832,0.187209,0.789391,0.957318,0.832850,0.893357,0.519719,0.402568,1
1776442139.528335,445.795757,144.497688,-6372.976986,0.346783,0.157095,0.802608,0.991266,0.852993,0.909664,0.494565,0.378829,1
1776442139.533335,321.456192,146.376754,-10821.698334,0.377775,0.214972,0.786818,0.961581,0.836066,0.902301,0.525855,0.409788,1
1776442139.538335,329.980598,147.542774,14410.429565,0.310223,0.235802,0.811207,0.986141,0.879558,0.896262,0.473505,0.369578,1
1776442139.543335,475.678368,149.502622,10869.411460,0.389542,0.187824,0.764771,0.992879,0.813513,0.896556,0.487135,0.412662,1
1776442139.548335,446.306410,152.048834,-3653.697605,0.316454,0.181799,0.842775,0.955380,0.873226,0.891206,0.491975,0.416323,1
1776442139.553335,436.576083,153.730401,-2929.524186,0.332884,0.194106,0.832535,1.012255,0.880142,0.895056,0.528136,0.398807,1
1776442139.558335,414.954256,156.184427,-9785.844381,0.372674,0.216439,0.824548,0.996385,0.855375,0.874826,0.500425,0.378736,1
1776442139.563335,331.846788,157.661213,-7693.457817,0.361473,0.193493,0.806760,1.012255,0.879723,0.898176,0.522181,0.417572,1
1776442139.568335,332.617927,159.328023,7461.530521,0.355190,0.199347,0.783568,1.012255,0.874583,0.905484,0.525661,0.383640,1
1776442139.573335,411.700967,160.811996,16581.663649,0.341604,0.197020,0.797481,1.012255,0.835529,0.909004,0.480304,0.349631,1
1776442139.578335,510.076941,163.227979,18384.389901,0.372011,0.182726,0.790805,1.012255,0.816278,0.932797,0.483774,0.419824,1
1776442139.583335,-246.258687,162.930054,-41521.999841,0.322633,0.161753,0.806030,0.000000,0.844052,0.928252,0.539094,0.367320,1
1776442139.588335,-468.445466,161.763651,-17506.835179,0.355990,0.199169,0.780377,0.003234,0.863574,0.867852,0.472992,0.411637,1
1776442139.593335,-433.618989,158.492606,12253.627884,0.342116,0.232877,0.776820,0.000000,0.845867,0.923141,0.496655,0.378074,1
1776442139.598335,-337.305657,157.656134,-1439.164514,0.291270,0.287245,0.768623,0.011396,0.863649,0.896998,0.496795,0.379581,1
1776442139.603335,-449.021126,155.297359,-5934.863128,0.320089,0.346900,0.764943,0.000000,0.851295,0.947426,0.449270,0.412372,1
1776442139.608335,-400.821265,153.402578,4788.097535,0.352073,0.391182,0.771568,0.001367,0.852709,0.901068,0.471619,0.389156,1
1776442139.613335,-397.778287,151.500417,3130.128893,0.354986,0.399758,0.790955,0.028583,0.858914,0.904924,0.487698,0.389826,1
1776442139.618335,-367.322304,149.634479,-200.260550,0.346247,0.421500,0.764093,0.024148,0.849202,0.931378,0.528856,0.406881,1
