Timestamp,Ang_Vel,Angle,Ang_Accel,Target_RMS_Norm,Comp_RMS_Norm,Symmetry_Score,Phase_Progress,Target_MDF,Target_MNF,Target_ZCR,Target_Raw_Unfilt,label
1776442139.328106,-265.6939,170.1931,15345.0411,0.528704,0.127002,0.960397,0.005190,0.869824,0.940765,0.471416,0.533566,0
1776442139.333106,-188.9687,168.8646,-6773.3074,0.556407,0.134427,0.951490,0.002965,0.860643,0.946753,0.515131,0.535169,0
1776442139.338106,-333.4270,168.3034,-30183.7005,0.564838,0.185177,0.927968,0.018496,0.856876,0.915728,0.489382,0.566254,0
1776442139.343106,-490.8057,165.5303,14770.3808,0.597260,0.168082,0.953141,0.015623,0.892264,0.968586,0.495576,0.527879,0
1776442139.348106,-185.7232,163.3953,30839.4976,0.550509,0.175711,0.938158,0.040017,0.869229,0.961316,0.495824,0.534937,0
1776442139.353106,-182.4107,163.6731,-25619.5625,0.576677,0.138282,0.920408,0.018557,0.855082,0.958533,0.496557,0.538265,0
1776442139.358106,-441.9188,161.5712,-14914.5611,0.609964,0.186463,0.962862,0.020667,0.878334,0.956846,0.544257,0.537509,0
1776442139.363106,-331.5563,159.2539,22300.0625,0.585503,0.157595,0.921259,0.030060,0.853957,0.975796,0.479115,0.553345,0
1776442139.368106,-218.9182,158.2557,8400.4102,0.575792,0.153911,0.928977,0.051256,0.886894,0.969942,0.493569,0.515310,0
1776442139.373106,-247.5522,157.0647,-6453.2814,0.578824,0.129092,0.927240,0.070378,0.872735,0.946673,0.494135,0.526163,0
1776442139.378106,-283.4510,155.7801,-4563.3260,0.570863,0.116945,0.958628,0.050247,0.919438,0.984728,0.485596,0.530811,0
1776442139.383106,-293.1855,154.2302,-1068.0386,0.598562,0.154808,0.981844,0.055587,0.890010,0.919452,0.526294,0.558150,0
1776442139.388106,-294.1314,152.8483,-6130.0150,0.598523,0.155807,0.930726,0.075070,0.854292,0.927685,0.506235,0.527679,0
1776442139.393106,-354.4856,151.2889,-4784.3668,0.591216,0.175818,0.930664,0.062330,0.869120,0.958454,0.482685,0.555295,0
1776442139.398106,-341.9750,149.3034,13166.5816,0.594745,0.138579,0.937317,0.072393,0.885804,0.981512,0.508270,0.552976,0
1776442139.403106,-222.8198,147.8692,16856.7057,0.615329,0.177934,0.957824,0.113478,0.878235,0.981725,0.461193,0.585916,0
1776442139.408106,-173.4080,147.0752,3615.1298,0.599006,0.138056,0.925013,0.085485,0.900314,0.962885,0.514589,0.550744,0
1776442139.413106,-186.6685,146.1351,202.9141,0.617529,0.142160,0.945349,0.090364,0.859676,0.939118,0.514262,0.543585,0
1776442139.418106,-171.3788,145.2085,-14725.7270,0.614274,0.174215,0.926468,0.078317,0.830310,0.971904,0.519200,0.524556,0
1776442139.423106,-333.9258,144.4213,-11039.9049,0.631868,0.123888,0.941910,0.085669,0.869341,0.927247,0.521695,0.556184,0
1776442139.428106,-281.7779,141.8693,-1400.5024,0.593584,0.182695,0.953349,0.124705,0.871982,0.952929,0.496898,0.509085,0
1776442139.433106,-347.9308,141.6035,-3374.4945,0.625547,0.189391,0.988219,0.097852,0.840845,0.983568,0.499445,0.578789,0
1776442139.438106,-315.5228,138.3900,11755.1637,0.654087,0.152268,0.977544,0.110055,0.873918,0.939055,0.515975,0.589228,0
1776442139.443106,-230.3792,138.4483,2892.9970,0.645347,0.173130,0.980348,0.115346,0.870874,0.949368,0.507711,0.555288,0
1776442139.448106,-286.5929,136.0862,10021.3298,0.644084,0.200128,0.929355,0.121711,0.873550,0.917825,0.515913,0.600457,0
1776442139.453106,-130.1659,135.5823,-2121.3624,0.601532,0.166927,0.950804,0.161275,0.917482,0.955691,0.521928,0.561579,0
1776442139.458106,-307.8065,134.7845,-22570.8958,0.617487,0.157746,0.932661,0.146727,0.869363,0.955533,0.532552,0.549169,0
