Timestamp,Ang_Vel,Angle,Ang_Accel,Target_RMS_Norm,Comp_RMS_Norm,Symmetry_Score,Phase_Progress,Target_MDF,Target_MNF,Target_ZCR,Target_Raw_Unfilt,label
1776442139.503795,-514.765697,141.828102,13405.851304,0.593501,0.136242,0.952018,0.080678,0.858539,0.917192,0.500267,0.535597,0
1776442139.508795,-309.554125,140.102158,10611.105767,0.625691,0.122097,0.939696,0.068761,0.859876,0.911241,0.451766,0.589021,0
1776442139.513795,-407.981067,138.800227,672.232544,0.610080,0.186912,0.922209,0.091312,0.848301,0.913839,0.473881,0.598473,0
1776442139.518795,-302.933036,135.968241,16148.919761,0.654140,0.134010,0.959997,0.087628,0.831533,0.945429,0.493966,0.593766,0
1776442139.523795,-246.911124,135.811655,-10724.894040,0.684076,0.112399,0.940855,0.104905,0.888227,0.960408,0.452575,0.569860,0
1776442139.528795,-409.298463,133.471556,-13554.953364,0.618342,0.162503,0.986796,0.116948,0.866289,1.000000,0.518281,0.563350,0
1776442139.533795,-383.748711,131.733659,-3452.708577,0.617730,0.150014,0.914686,0.118575,0.858470,0.936642,0.527175,0.500796,0
1776442139.538795,-442.194854,129.631163,-623.761345,0.664046,0.127829,0.928466,0.102569,0.877321,0.942001,0.509098,0.568575,0
1776442139.543795,-391.896616,127.303313,8901.832649,0.684678,0.143792,0.968677,0.108274,0.900196,0.982183,0.571168,0.625759,0
1776442139.548795,-351.050060,125.730787,-10149.520950,0.601344,0.140500,0.929482,0.104527,0.829773,0.986090,0.505011,0.551590,0
1776442139.553795,-495.672032,123.764855,-2394.984128,0.712189,0.144982,0.973074,0.150264,0.898719,0.932536,0.450660,0.596438,0
1776442139.558795,-372.626264,120.810159,27389.286300,0.630791,0.155900,0.961223,0.140344,0.878509,0.941115,0.431119,0.575744,0
1776442139.563795,-224.188340,119.995755,-3290.520304,0.629298,0.190336,0.976282,0.127316,0.869746,0.947974,0.558402,0.545306,0
1776442139.568795,-403.141049,118.616742,-12518.650367,0.654350,0.142405,0.975462,0.145007,0.876709,0.940640,0.521713,0.611125,0
1776442139.573795,-351.696847,115.911686,5776.795294,0.647684,0.180296,0.923025,0.130528,0.933158,0.962951,0.465913,0.610735,0
1776442139.578795,-343.164218,115.155151,-5759.360522,0.677567,0.161853,0.939850,0.169086,0.931477,0.969216,0.524716,0.649417,0
1776442139.583795,-411.346766,112.423226,11725.050216,0.674656,0.153846,0.949907,0.134238,0.830977,0.978857,0.490375,0.623103,0
1776442139.588795,-224.043610,111.098635,3611.514014,0.732193,0.158652,0.955970,0.154487,0.929361,1.000000,0.501838,0.619694,0
1776442139.593795,-376.888221,110.126884,-24057.581402,0.664805,0.182699,0.954405,0.154933,0.895450,0.872844,0.455094,0.580544,0
1776442139.598795,-463.197451,107.383334,1443.368697,0.676489,0.162717,0.945948,0.143662,0.840593,0.941122,0.526505,0.621098,0
1776442139.603795,-363.626904,105.444865,18878.049190,0.732638,0.225280,0.943610,0.192357,0.907535,0.967981,0.449552,0.578931,0
1776442139.608795,-273.502880,103.792698,18803.573160,0.672867,0.177220,0.936511,0.205128,0.897896,0.949256,0.473543,0.559203,0
1776442139.613795,-176.244179,102.669473,-239.800699,0.730347,0.132305,0.957368,0.194367,0.873286,0.944859,0.469557,0.612158,0
1776442139.618795,-275.506082,102.064558,-18832.175573,0.685725,0.184099,0.958046,0.202312,0.851417,0.979111,0.489569,0.611940,0
1776442139.623795,-364.710601,99.886554,-8180.325335,0.638060,0.158765,0.946916,0.188948,0.897929,0.983906,0.546838,0.596851,0
1776442139.628795,-357.402018,98.438371,-11050.982516,0.658480,0.146726,0.959323,0.207782,0.857260,0.918559,0.548444,0.587891,0
1776442139.633795,-474.907241,96.298871,5558.965881,0.680223,0.145615,0.983753,0.201515,0.828310,0.954075,0.505076,0.628000,0
1776442139.638795,-302.325489,93.695828,33330.956622,0.696640,0.105135,0.955619,0.204550,0.821603,0.950135,0.504969,0.650138,0
1776442139.643795,-140.907999,93.276212,-8544.326272,0.675915,0.105098,0.926075,0.188049,0.856858,0.922179,0.518828,0.625245,0
1776442139.648795,-388.609391,92.279234,-22200.183294,0.734756,0.108212,0.932136,0.203376,0.888142,0.966987,0.535973,0.633833,0
1776442139.653795,-361.945665,89.404208,18099.159956,0.717063,0.234585,0.930571,0.205278,0.860025,0.955805,0.521919,0.653741,0
1776442139.658795,-208.677547,88.639785,4105.350543,0.700793,0.190297,0.937294,0.227364,0.869581,0.959404,0.490750,0.627188,0
1776442139.663795,-319.765180,87.342771,-5234.305758,0.724066,0.232612,0.973070,0.249077,0.833351,0.924376,0.532038,0.603370,0
1776442139.668795,-262.186657,85.412128,3468.065959,0.719675,0.186285,0.978176,0.249982,0.833308,0.926746,0.492595,0.600228,0
1776442139.673795,-283.906445,84.754725,-13387.594786,0.698275,0.141599,0.949784,0.246249,0.861476,0.976909,0.524728,0.606562,0
1776442139.678795,-397.227176,82.536342,1529.601895,0.672024,0.152200,0.937378,0.207756,0.837070,0.999384,0.544742,0.639014,0
1776442139.683795,-267.483126,80.821118,10615.101819,0.715777,0.145639,0.936495,0.236531,0.844223,0.958411,0.503528,0.638122,0
1776442139.688795,-292.144587,79.821724,-6070.889862,0.711521,0.148949,0.952468,0.276220,0.895493,0.997988,0.499656,0.659321,0
1776442139.693795,-327.201306,77.939627,3798.285445,0.731664,0.173591,0.979888,0.258538,0.814682,0.927145,0.520768,0.630038,0
1776442139.698795,-255.058832,76.510609,17286.552426,0.737736,0.166688,0.962390,0.267262,0.881378,0.883051,0.498126,0.656934,0
1776442139.703795,-153.545330,75.426417,700.622029,0.729575,0.153791,0.962241,0.283933,0.900974,1.000000,0.470406,0.628590,0
1776442139.708795,-248.726350,74.940220,-26019.601937,0.757234,0.182123,0.980081,0.266606,0.904597,0.997087,0.483260,0.650867,0
1776442139.713795,-413.191208,72.970783,-1096.477588,0.692441,0.182731,0.960619,0.295911,0.935856,0.952928,0.466024,0.538614,0
1776442139.718795,-260.113860,70.780545,30807.164326,0.730501,0.177042,0.954947,0.270574,0.851814,0.918963,0.500419,0.656341,0
1776442139.723795,-104.825194,70.393048,8024.201408,0.745278,0.168663,0.969463,0.292170,0.877190,0.958178,0.499367,0.652909,0
1776442139.728795,-180.039580,69.713760,-16800.714649,0.754069,0.150012,0.947066,0.334826,0.827878,0.937109,0.506298,0.627046,0
1776442139.733795,-272.787071,68.605928,-4310.910038,0.772162,0.133470,0.931784,0.301136,0.881416,0.931196,0.469664,0.672541,0
1776442139.738795,-223.077963,66.977972,3032.932305,0.791211,0.180552,0.953457,0.270817,0.860817,0.928791,0.524234,0.620955,0
1776442139.743795,-242.635970,66.377673,2220.685663,0.812457,0.189601,0.943721,0.317388,0.897030,0.934477,0.494488,0.631020,0
1776442139.748795,-200.595269,64.554493,12632.543049,0.753269,0.148047,0.962756,0.326946,0.834007,0.965691,0.529966,0.608723,0
1776442139.753795,-116.672630,64.363685,-5567.945706,0.744499,0.124403,0.928396,0.331349,0.862280,0.957268,0.527571,0.677865,0
1776442139.758795,-255.838542,63.400632,-11091.294125,0.742236,0.167320,0.981594,0.332189,0.888020,0.947165,0.524342,0.596733,0
1776442139.763795,-228.083215,61.787920,11550.084267,0.692722,0.149238,0.953534,0.324042,0.879233,0.954785,0.533336,0.658670,0
1776442139.768795,-139.791686,61.141094,4798.034450,0.758212,0.144516,0.912472,0.331089,0.920456,0.936668,0.457636,0.648433,0
1776442139.773795,-180.684071,60.365286,-13282.508622,0.778785,0.173254,0.974251,0.366683,0.873744,0.950528,0.490083,0.644893,0
1776442139.778795,-272.013131,59.361784,-3792.373314,0.803717,0.133338,0.951092,0.364756,0.845196,0.941378,0.524670,0.684196,0
1776442139.783795,-219.221789,57.615645,24625.453621,0.781016,0.136762,0.946746,0.362058,0.900621,0.991766,0.470983,0.625876,0
1776442139.788795,-25.145787,57.200392,13354.867815,0.748374,0.164437,0.951077,0.367766,0.897807,0.971804,0.558188,0.680756,0
1776442139.793795,-86.274300,57.332730,-24957.154669,0.723144,0.097790,0.977497,0.333984,0.882195,0.977483,0.478999,0.617089,0
1776442139.798795,-274.137388,56.368978,-9330.864095,0.756997,0.179038,0.938696,0.344356,0.867937,0.975293,0.480337,0.632554,0
1776442139.803795,-180.133125,54.560979,20352.568193,0.760304,0.164520,0.959143,0.368969,0.823195,0.958231,0.478712,0.649844,0
1776442139.808795,-70.098212,54.596521,3516.203855,0.801395,0.154129,0.950808,0.388620,0.846171,0.989011,0.511359,0.644248,0
1776442139.813795,-145.441860,53.833285,-1726.353880,0.784573,0.182565,0.937953,0.372756,0.889379,0.973305,0.494857,0.666265,0
1776442139.818795,-86.938588,53.165957,-1937.989568,0.824046,0.175681,0.924520,0.348790,0.881537,0.946224,0.502401,0.632320,0
1776442139.823795,-165.193798,52.943284,-13378.305577,0.750901,0.178371,0.955141,0.368614,0.901485,0.896197,0.530978,0.606655,0
1776442139.828795,-220.403292,51.531079,10534.868464,0.752006,0.153841,0.925959,0.413125,0.895194,0.949000,0.511688,0.629461,0
1776442139.833795,-60.108289,50.726156,19022.127021,0.806219,0.207389,0.914663,0.406965,0.907405,0.974126,0.478417,0.668002,0
1776442139.838795,-29.974738,50.938826,-14625.587593,0.771352,0.198264,0.949246,0.395535,0.868568,0.976063,0.517929,0.664834,0
1776442139.843795,-206.515715,50.421950,-17623.148255,0.801644,0.151136,0.931915,0.397785,0.825770,0.907632,0.524958,0.647078,0
1776442139.848795,-206.109504,48.873850,13677.034651,0.822862,0.159849,1.000487,0.423579,0.842975,1.000000,0.493531,0.684622,0
1776442139.853795,-69.788505,48.364930,10344.082720,0.847156,0.168279,0.933186,0.421906,0.851139,0.989140,0.497415,0.691087,0
1776442139.858795,-102.677221,48.167859,3402.898917,0.787885,0.195130,0.936135,0.436753,0.935912,0.954694,0.529028,0.665280,0
1776442139.863795,-35.701400,47.350026,12580.163589,0.837214,0.185561,0.912076,0.424536,0.888314,0.990016,0.559530,0.675107,0
1776442139.868795,23.019102,47.795472,-2764.224774,0.829090,0.201875,0.957648,0.451511,0.894017,0.922096,0.547193,0.686564,0
1776442139.873795,-63.193907,47.598687,-11506.391512,0.783007,0.162028,0.999362,0.434074,0.874034,0.886064,0.507921,0.671225,0
1776442139.878795,-92.236330,47.142556,-3682.136863,0.760790,0.154001,0.954405,0.469719,0.838958,0.959282,0.507163,0.631137,0
1776442139.883795,-99.784761,46.699241,-10367.661801,0.798735,0.178538,0.955195,0.464154,0.789877,0.960888,0.553668,0.700325,0
1776442139.888795,-196.179534,46.120278,5646.939774,0.742048,0.125218,0.950694,0.465979,0.904546,0.945172,0.529492,0.638487,0
1776442139.893795,-43.015719,44.762734,29774.236375,0.783481,0.187126,0.995581,0.477376,0.920637,0.892326,0.480324,0.676352,0
1776442139.898795,101.233267,45.664669,-3865.858692,0.821669,0.204908,0.944432,0.434166,0.885516,0.968533,0.542249,0.725452,0
1776442139.903795,-81.317967,45.800168,-12072.529402,0.791863,0.194780,0.942543,0.501058,0.823316,0.958592,0.500307,0.690485,0
1776442139.908795,-19.871790,44.827195,1186.381491,0.816803,0.166937,0.978612,0.476383,0.872874,0.971126,0.552558,0.678533,0
1776442139.913795,-69.054581,45.624309,-6251.126610,0.789362,0.174935,0.945502,0.502305,0.876678,0.991735,0.511943,0.654933,0
1776442139.918795,-82.798557,44.115751,10875.294067,0.828861,0.085978,0.938850,0.482003,0.858656,0.967721,0.483457,0.728889,0
1776442139.923795,40.125749,44.814897,7239.224944,0.786826,0.132115,0.946520,0.495924,0.903470,0.958238,0.529779,0.691236,0
1776442139.928795,-10.841111,44.501171,-4936.676097,0.775609,0.157804,0.957948,0.481342,0.872692,0.902540,0.508790,0.680175,0
1776442139.933795,-8.803627,44.719323,-2953.412963,0.763694,0.115676,0.967055,0.514969,0.887797,0.947786,0.504827,0.643515,0
1776442139.938795,-40.810006,44.403543,20147.807379,0.849085,0.208426,0.941768,0.515984,0.902693,0.938942,0.545071,0.699648,0
1776442139.943795,193.100937,44.317410,13349.978854,0.751930,0.163888,0.961894,0.504603,0.856067,0.968829,0.508969,0.631734,0
1776442139.948795,92.277644,46.331841,-32089.547741,0.842170,0.167471,0.930867,0.556656,0.811268,0.947211,0.490952,0.690351,0
1776442139.953795,-127.403082,45.239478,-503.974558,0.799798,0.213129,0.948521,0.506340,0.831082,0.918263,0.459213,0.698649,0
1776442139.958795,86.873549,45.061861,24267.616549,0.807236,0.199230,0.968599,0.541127,0.817207,0.950424,0.466776,0.672019,0
1776442139.963795,115.603366,46.100909,-6510.385361,0.827385,0.155832,0.952136,0.517963,0.850189,0.934373,0.492867,0.724023,0
1776442139.968795,21.480420,46.228050,-6253.120518,0.764982,0.150395,0.984453,0.516853,0.880774,0.996426,0.502637,0.748350,0
1776442139.973795,53.313754,46.302919,4634.862885,0.824613,0.144373,0.936336,0.588005,0.851133,0.964332,0.496147,0.661757,0
1776442139.978795,67.641751,46.776333,979.896637,0.771077,0.131555,0.957982,0.585474,0.842148,0.956473,0.505688,0.627473,0
1776442139.983795,63.239399,46.962238,3815.614239,0.842800,0.145812,0.951890,0.579505,0.860915,0.968434,0.454630,0.687635,0
1776442139.988795,105.737478,47.427328,-7903.513661,0.765058,0.149390,0.951241,0.570320,0.931598,0.923524,0.511994,0.663885,0
1776442139.993795,-15.806462,48.000102,-6028.436873,0.784162,0.157392,0.968376,0.554723,0.856722,0.956708,0.489555,0.698872,0
1776442139.998795,45.538967,47.289344,17915.333516,0.780001,0.207663,0.917570,0.575422,0.874990,1.000000,0.443535,0.666131,0
1776442140.003795,163.182937,48.435160,1771.844419,0.784347,0.212220,0.940441,0.607144,0.879312,0.956423,0.531822,0.663037,0
1776442140.008795,63.500956,48.941165,-3990.622674,0.758624,0.156884,0.943961,0.592259,0.889573,0.959331,0.472065,0.631990,0
1776442140.013795,122.953448,49.051002,1958.962124,0.784657,0.165498,0.942163,0.576930,0.867139,0.979047,0.529336,0.691170,0
1776442140.018795,83.492089,50.188719,2404.390732,0.760724,0.198335,0.931193,0.605599,0.860761,0.901049,0.503067,0.629217,0
1776442140.023795,146.520760,49.869494,14121.098800,0.747706,0.140100,0.944783,0.593269,0.842051,0.933835,0.516512,0.685436,0
1776442140.028795,225.249705,51.668534,-8571.909126,0.808605,0.124888,0.956641,0.611377,0.864044,0.916379,0.474165,0.707661,0
1776442140.033795,60.191830,52.109329,-19123.410694,0.768739,0.143544,0.925473,0.614010,0.853497,0.964153,0.522977,0.605140,0
