Timestamp,Ang_Vel,Angle,Ang_Accel,Target_RMS_Norm,Comp_RMS_Norm,Symmetry_Score,Phase_Progress,Target_MDF,Target_MNF,Target_ZCR,Target_Raw_Unfilt,label
1776442139.550221,-215.591028,153.254988,-30583.003391,0.318645,0.198832,0.944279,0.068295,0.825627,1.011832,0.441941,0.385775,2
1776442139.555221,-415.842724,151.693917,-10129.707692,0.342988,0.250912,0.936295,0.038489,0.844618,1.002651,0.455759,0.369791,2
1776442139.560221,-314.990219,148.971181,23189.768632,0.320429,0.296125,0.911580,0.035988,0.773584,0.975921,0.467022,0.331557,2
1776442139.565221,-188.289897,148.449000,16901.526709,0.320898,0.244909,0.991884,0.061267,0.815486,0.946131,0.469474,0.389891,2
1776442139.570221,-149.141537,147.031459,7862.739048,0.330787,0.252601,0.915684,0.042983,0.805184,0.957320,0.482249,0.449116,2
1776442139.575221,-111.135660,146.912608,-3483.933674,0.347513,0.211956,0.971580,0.062773,0.822325,0.932588,0.474769,0.410301,2
1776442139.580221,-183.328142,145.886625,-16931.623063,0.402036,0.263808,0.959490,0.058417,0.809067,0.979401,0.478460,0.451420,2
1776442139.585221,-277.279536,145.024102,-3618.950039,0.308395,0.237313,0.973973,0.067542,0.880624,0.982011,0.437689,0.414338,2
1776442139.590221,-218.839659,143.030169,15565.203884,0.373358,0.244510,0.945431,0.096225,0.800528,1.000510,0.470325,0.429627,2
1776442139.595221,-124.543756,142.769646,-9012.835198,0.389051,0.277132,0.918322,0.044774,0.859195,0.989314,0.451574,0.457010,2
1776442139.600221,-307.279306,141.747175,-13908.680656,0.401171,0.240401,0.975417,0.106781,0.873332,0.968647,0.439517,0.374014,2
1776442139.605221,-261.024653,139.604135,7079.808184,0.359216,0.241021,0.941657,0.083530,0.803033,0.916704,0.420599,0.417065,2
1776442139.610221,-237.807715,139.058204,18332.558904,0.359442,0.283131,0.952972,0.093705,0.845671,0.947898,0.527397,0.373784,2
1776442139.615221,-81.133885,137.154313,14231.628671,0.355194,0.242581,0.974196,0.081603,0.838451,0.996145,0.499026,0.416575,2
1776442139.620221,-98.157875,138.222322,-17234.364718,0.374066,0.238437,0.971781,0.112122,0.799521,1.009317,0.458765,0.426741,2
1776442139.625221,-250.248539,136.143200,-11039.717409,0.366556,0.231996,0.973696,0.080002,0.792519,0.973776,0.492727,0.429791,2
1776442139.630221,-206.486642,135.644355,-970.886110,0.355801,0.236095,0.944326,0.102034,0.762262,1.006376,0.463016,0.354319,2
1776442139.635221,-259.775418,134.015959,-4443.086506,0.346894,0.259552,0.911388,0.069937,0.781028,0.982059,0.454786,0.396641,2
1776442139.640221,-250.085055,132.968292,629.612918,0.334057,0.257178,0.937925,0.108379,0.829125,0.945492,0.436531,0.407676,2
1776442139.645221,-253.597306,131.439748,12509.113412,0.352048,0.235274,0.969764,0.091060,0.776911,0.993779,0.498594,0.397629,2
1776442139.650221,-127.337619,130.355837,18803.906682,0.336499,0.217575,0.899749,0.117165,0.804589,0.963046,0.464368,0.408204,2
1776442139.655221,-69.081273,130.127944,-16022.605829,0.384857,0.255133,0.944016,0.106922,0.848092,0.988758,0.430014,0.397407,2
1776442139.660221,-284.561742,129.644175,-25400.925037,0.358377,0.255605,0.906855,0.092205,0.831689,0.991546,0.453750,0.410830,2
1776442139.665221,-318.331468,127.196418,22631.615594,0.338645,0.232366,0.985967,0.129381,0.824474,0.959833,0.461689,0.494732,2
