Timestamp,Ang_Vel,Angle,Ang_Accel,Target_RMS_Norm,Comp_RMS_Norm,Symmetry_Score,Phase_Progress,Target_MDF,Target_MNF,Target_ZCR,Target_Raw_Unfilt,label
1776442139.292960,-447.0329,170.3208,8945.8690,0.348847,0.200156,0.784444,0.000000,0.863113,0.973498,0.481026,0.396643,1
1776442139.297961,-402.3036,168.0856,9156.9921,0.350785,0.222747,0.798234,0.000000,0.910134,0.959072,0.498364,0.420934,1
1776442139.302960,-355.4630,166.2977,-6427.8146,0.354491,0.275223,0.811897,0.000000,0.901217,0.983790,0.492046,0.384328,1
1776442139.307961,-466.5817,164.5310,-4919.5929,0.341693,0.269952,0.851311,0.035196,0.886004,0.921221,0.473551,0.379607,1
1776442139.312960,-404.6589,161.6319,7976.5465,0.356761,0.338241,0.831336,0.046766,0.878522,0.937336,0.513005,0.403171,1
1776442139.317961,-386.8163,160.4844,-4147.3879,0.377428,0.368867,0.820773,0.030808,0.891454,0.966639,0.537919,0.424633,1
1776442139.322960,-446.1328,157.7637,7827.0971,0.376927,0.378025,0.808710,0.037236,0.866255,0.924878,0.514913,0.417885,1
1776442139.327960,-308.5453,156.0230,5479.5719,0.391293,0.425409,0.783882,0.035719,0.872030,0.968789,0.483154,0.458605,1
1776442139.332960,-391.3371,154.6783,-26774.6590,0.350042,0.466575,0.812549,0.053359,0.881371,0.953668,0.515661,0.424098,1
1776442139.337960,-576.2919,152.1097,4889.0819,0.379320,0.499875,0.761540,0.000000,0.862508,0.949025,0.459986,0.381494,1
1776442139.342960,-342.4463,148.9154,35291.5410,0.346923,0.504763,0.789375,0.023398,0.843881,0.950035,0.456227,0.390934,1
1776442139.347960,-223.3765,148.6852,-119.0413,0.404239,0.607231,0.818385,0.051364,0.881818,0.968075,0.494156,0.417632,1
1776442139.352960,-343.6367,146.6816,-20441.3658,0.351832,0.572652,0.815259,0.066122,0.879286,0.954620,0.493769,0.368700,1
1776442139.357960,-427.7901,145.2488,-9069.3664,0.367282,0.607116,0.828819,0.051300,0.854486,0.962527,0.476756,0.386977,1
1776442139.362960,-434.3303,142.4037,1180.8105,0.365157,0.680878,0.793803,0.075507,0.863488,0.966990,0.511780,0.393593,1
1776442139.367960,-415.9820,140.9055,6035.3589,0.415639,0.654272,0.791153,0.077774,0.896686,0.939862,0.538403,0.443618,1
1776442139.372960,-373.9768,138.2439,9276.6076,0.361574,0.698050,0.796549,0.103624,0.851918,0.978413,0.503003,0.350436,1
1776442139.377960,-323.2159,137.1658,1518.0432,0.360422,0.706006,0.838359,0.059374,0.899063,0.952112,0.506862,0.386318,1
1776442139.382960,-358.7963,135.0117,-5648.2460,0.346501,0.709054,0.791386,0.103632,0.867144,0.928316,0.502299,0.382868,1
1776442139.387960,-379.6984,133.5778,3778.4666,0.393559,0.742389,0.813972,0.065558,0.886401,0.946084,0.482473,0.411026,1
1776442139.392960,-321.0117,131.2147,-873.1536,0.351988,0.770388,0.814814,0.071660,0.845888,0.952801,0.492160,0.381088,1
1776442139.397960,-388.4299,130.3677,-14897.6033,0.402899,0.768224,0.803139,0.105076,0.906474,0.928843,0.516856,0.464527,1
1776442139.402960,-469.9877,127.3304,-760.0352,0.342888,0.795138,0.778727,0.099684,0.876623,0.912691,0.518549,0.413192,1
1776442139.407960,-396.0303,125.6678,7265.9493,0.378756,0.827157,0.813629,0.110124,0.851979,0.929149,0.493701,0.445217,1
1776442139.412960,-397.3282,123.3701,6822.7566,0.413948,0.853699,0.798563,0.127171,0.839160,0.968414,0.475228,0.454459,1
1776442139.417960,-327.8027,121.6945,3154.6818,0.347152,0.838882,0.812387,0.121597,0.848209,0.944706,0.519323,0.393403,1
1776442139.422961,-365.7814,120.0921,-3596.9510,0.423028,0.841530,0.788554,0.139203,0.830248,0.929939,0.500128,0.479339,1
1776442139.427960,-363.7722,118.0367,-2737.6102,0.416972,0.862816,0.791213,0.145468,0.884485,0.971905,0.494374,0.446623,1
1776442139.432961,-393.1575,116.4544,1297.6035,0.431524,0.830587,0.819592,0.151554,0.893192,0.965186,0.500836,0.433048,1
1776442139.437960,-350.7962,114.1051,5457.4304,0.397161,0.894620,0.817052,0.110169,0.873184,0.951122,0.458485,0.437163,1
1776442139.442961,-338.5832,112.9464,5687.8890,0.379256,0.875143,0.785075,0.154754,0.839049,0.961433,0.503748,0.394157,1
1776442139.447960,-293.9173,110.7193,-2746.2751,0.370624,0.803457,0.791051,0.136073,0.907582,0.957452,0.490737,0.409841,1
1776442139.452960,-366.0459,110.0073,-6327.4651,0.390471,0.852569,0.827718,0.136077,0.877229,0.913595,0.474411,0.415920,1
1776442139.457960,-357.1920,107.0589,6262.2779,0.417789,0.879696,0.834175,0.144804,0.871848,0.925329,0.501438,0.452453,1
1776442139.462960,-303.4231,106.4353,5056.9641,0.404086,0.850966,0.791887,0.188163,0.875279,0.949797,0.473175,0.436741,1
1776442139.467960,-306.6223,104.0246,-1404.6794,0.412195,0.817419,0.795074,0.192820,0.851810,0.942712,0.465771,0.436668,1
1776442139.472960,-317.4699,103.3691,-5210.8303,0.424942,0.818154,0.820607,0.168234,0.870449,0.958412,0.526217,0.505264,1
1776442139.477960,-358.7306,100.8499,5227.1110,0.426107,0.792692,0.818906,0.213478,0.832606,0.997165,0.489536,0.431735,1
1776442139.482960,-265.1988,99.7818,-257.9887,0.408902,0.806083,0.776886,0.217064,0.856197,0.972193,0.472038,0.440851,1
1776442139.487960,-361.3105,98.1979,-5336.3460,0.428630,0.805567,0.807723,0.198715,0.917012,0.932906,0.474092,0.398481,1
1776442139.492960,-318.5623,96.1687,14238.9062,0.432583,0.777101,0.792289,0.170316,0.906518,0.969618,0.494909,0.476303,1
1776442139.497960,-218.9214,95.0123,543.9453,0.383518,0.713514,0.834555,0.207358,0.871885,0.939363,0.527252,0.413320,1
1776442139.502960,-313.1228,93.9795,-23886.2516,0.422813,0.716727,0.803562,0.184905,0.879982,0.962529,0.529848,0.455990,1
1776442139.507960,-457.7840,91.8811,-15277.1874,0.403071,0.704585,0.796812,0.237924,0.841479,0.937057,0.485010,0.399731,1
1776442139.512960,-465.8947,89.4016,15073.8275,0.428432,0.698544,0.794322,0.223653,0.846356,0.954297,0.523161,0.460027,1
1776442139.517960,-307.0457,87.2221,27178.1663,0.443195,0.630002,0.813981,0.200855,0.885223,0.996565,0.493621,0.463458,1
1776442139.522960,-194.1130,86.3312,4083.6624,0.391335,0.612389,0.816959,0.223040,0.889314,0.962948,0.489639,0.429147,1
1776442139.527960,-266.2091,85.2810,-8953.7374,0.409577,0.594060,0.802781,0.254914,0.878793,0.984343,0.488388,0.436619,1
1776442139.532960,-283.6504,83.6691,-2352.7776,0.424737,0.518530,0.787173,0.270010,0.900084,0.970207,0.501947,0.449044,1
1776442139.537960,-289.7368,82.4445,-721.2277,0.424450,0.558911,0.810658,0.302784,0.869457,0.925846,0.469532,0.461992,1
1776442139.542960,-290.8627,80.7717,9994.2712,0.432627,0.503447,0.779747,0.240948,0.881829,0.966869,0.529074,0.452074,1
1776442139.547961,-189.7941,79.5359,11814.4953,0.385367,0.420563,0.801939,0.228297,0.873812,0.955181,0.482775,0.418374,1
1776442139.552960,-172.7177,78.8738,-5300.1787,0.412747,0.393136,0.828626,0.253907,0.865796,0.950476,0.497791,0.405173,1
1776442139.557961,-242.7959,77.8087,-11622.5694,0.400992,0.410737,0.841178,0.267292,0.901569,0.952324,0.508234,0.452779,1
1776442139.562960,-288.9434,76.4458,-10008.6249,0.410086,0.395272,0.795172,0.246198,0.891078,0.976526,0.485643,0.422130,1
1776442139.567961,-342.8822,74.9193,312.4994,0.430918,0.339337,0.802029,0.264053,0.875196,0.964153,0.508480,0.457251,1
1776442139.572960,-285.8184,73.0170,7328.1971,0.409254,0.298627,0.753915,0.230610,0.856980,0.951495,0.490528,0.408105,1
1776442139.577960,-269.6002,72.0611,7329.9646,0.420103,0.291038,0.789704,0.272731,0.876284,0.948270,0.472918,0.419008,1
1776442139.582960,-212.5188,70.3210,10727.1163,0.394845,0.247408,0.796312,0.297956,0.883638,0.903433,0.470782,0.464194,1
1776442139.587960,-162.3290,69.9359,-4089.2108,0.448222,0.166897,0.814359,0.303019,0.875351,0.929947,0.501529,0.439958,1
1776442139.592960,-253.4109,68.6977,3960.2635,0.457902,0.170967,0.830665,0.321393,0.864873,0.923927,0.458742,0.451379,1
1776442139.597960,-122.7264,67.4018,11011.3188,0.436164,0.167225,0.825363,0.289100,0.863483,0.957390,0.497620,0.456651,1
1776442139.602960,-143.2977,67.4705,-17823.4822,0.397478,0.203280,0.832183,0.297519,0.863701,0.955957,0.493729,0.398008,1
1776442139.607960,-300.9612,65.9688,-17887.0968,0.445788,0.204175,0.789576,0.328856,0.865000,0.992665,0.491550,0.438246,1
