Timestamp,Ang_Vel,Angle,Ang_Accel,Target_RMS,Comp_RMS,Symmetry_Score,Phase_Progress,pose_score,label
1776503967.5890,-53.0538,63.6615,1344.8914,134.5214,162.0915,0.1354,0.0000,1.0000,bad
1776503967.6052,-31.0189,62.7922,1612.4357,138.0385,168.3029,0.1359,0.0170,1.0000,bad
1776503967.6214,-8.9839,61.9230,1879.9799,141.5556,174.5142,0.1364,0.0339,1.0000,bad
1776503967.6381,30.2723,62.4721,2144.1136,121.3267,152.1424,0.1579,0.0509,1.0000,bad
1776503967.6548,70.1436,63.0718,2408.1254,100.2497,128.7497,0.1803,0.0678,1.0000,bad
1776503967.6711,109.7955,64.7786,2033.1468,88.0758,117.3824,0.1818,0.0847,1.0000,bad
1776503967.6873,149.4313,66.5675,1610.8356,76.5613,106.9060,0.1818,0.1017,1.0000,bad
1776503967.7035,164.0365,69.6593,342.7374,89.2194,104.5956,0.1874,0.1186,1.0000,bad
1776503967.7198,175.7536,72.9014,-1022.9516,104.6666,103.2275,0.1935,0.1356,1.0000,bad
1776503967.7364,133.0506,75.5641,-2188.2158,117.0036,109.1377,0.1483,0.1525,1.0000,bad
1776503967.7531,81.6404,78.1341,-3321.4119,128.8429,116.2124,0.0947,0.1695,1.0000,bad
1776503967.7694,19.9524,78.4239,-2560.3998,143.3390,131.9532,0.0909,0.1864,1.0000,bad
1776503967.7856,-43.8768,78.2387,-1404.7608,158.3886,149.4994,0.0974,0.2034,1.0000,bad
1776503967.8019,-36.7537,76.8638,-242.7941,168.4073,170.0791,0.0951,0.2203,1.0000,bad
1776503967.8181,-11.1213,75.1785,920.8234,177.1135,191.4502,0.0905,0.2373,1.0000,bad
1776503967.8347,5.4932,75.9275,29.5162,185.2232,218.7284,0.0928,0.2543,1.0000,bad
1776503967.8514,19.2384,77.4511,-1515.6307,193.1431,247.8862,0.0973,0.2712,1.0000,bad
1776503967.8677,-33.0017,77.3146,-2384.6944,206.7918,282.2117,0.1160,0.2881,1.0000,bad
1776503967.8840,-110.3791,76.5456,-2996.2027,222.6230,318.5059,0.1403,0.3051,1.0000,bad
1776503967.9002,-153.0286,73.8002,-1486.3621,227.4355,343.7944,0.1542,0.3220,1.0000,bad
1776503967.9164,-180.0506,70.1653,978.0855,227.2895,364.1304,0.1635,0.3390,1.0000,bad
1776503967.9329,-132.4215,67.2279,2398.2976,227.1435,368.4174,0.1784,0.3559,1.0000,bad
1776503967.9497,-45.5024,64.6575,3268.9120,226.9974,364.2576,0.1962,0.3729,1.0000,bad
1776503967.9661,6.7201,65.0230,2497.3966,215.9023,345.0184,0.1939,0.3898,1.0000,bad
1776503967.9823,37.7391,67.1827,722.3574,198.1162,316.5638,0.1793,0.4068,1.0000,bad
1776503967.9985,32.1577,67.7818,-250.1103,183.6498,288.2203,0.1737,0.4237,1.0000,bad
1776503968.0147,0.7408,67.2794,-656.0568,171.5268,259.9552,0.1744,0.4407,1.0000,bad
1776503968.0312,-11.1600,67.0901,-849.4611,158.2190,237.2916,0.1929,0.4577,1.0000,bad
1776503968.0479,-7.2041,67.1554,-870.1750,143.9487,219.1792,0.2258,0.4746,1.0000,bad
1776503968.0644,-22.2588,67.0634,-862.9108,129.9437,201.8001,0.2247,0.4915,1.0000,bad
1776503968.0806,-55.0565,66.8246,-829.5339,116.1862,185.1052,0.1920,0.5085,1.0000,bad
1776503968.0968,-69.0370,65.6771,31.6185,104.6000,165.8605,0.1764,0.5254,1.0000,bad
1776503968.1131,-62.8559,63.5558,1779.6731,95.3401,143.8837,0.1792,0.5423,1.0000,bad
1776503968.1295,-21.9074,62.4632,2818.9761,84.9438,123.7198,0.1920,0.5593,1.0000,bad
1776503968.1462,61.8318,62.6365,2985.9696,73.1487,105.7872,0.2173,0.5763,1.0000,bad
1776503968.1627,118.0847,64.1704,2459.8820,65.0205,92.2498,0.2321,0.5932,1.0000,bad
1776503968.1789,135.3986,67.6318,951.9298,62.0869,84.9389,0.2321,0.6102,1.0000,bad
1776503968.1952,139.7761,70.2838,-160.4895,65.4029,80.0827,0.2300,0.6271,1.0000,bad
1776503968.2114,122.9852,71.6113,-625.6730,78.9454,79.2434,0.2243,0.6441,1.0000,bad
1776503968.2278,107.2606,73.2887,-906.8678,91.3388,80.3943,0.2064,0.6610,1.0000,bad
1776503968.2445,93.5623,75.6306,-838.4841,101.5493,85.3265,0.1654,0.6780,1.0000,bad
1776503968.2610,80.3191,77.3744,-924.0461,114.9924,91.4846,0.1371,0.6949,1.0000,bad
