Timestamp,Ang_Vel,Angle,Ang_Accel,Target_RMS,Comp_RMS,Symmetry_Score,Phase_Progress,pose_score,label
1775985712.347,-5.4523,174.5477,-5.4523,11.2792,8.6312,0.9668,0.0000,0.5850,bad
1775985712.398,-6.3884,168.1593,-0.9361,14.6603,6.3776,0.9368,0.0000,0.7040,bad
1775985712.449,0.0000,168.1593,6.3884,14.7397,5.0339,0.9368,0.0000,0.7040,bad
1775985712.501,5.2927,173.4520,5.2927,15.3836,6.1265,0.9622,0.0000,0.7100,bad
1775985712.565,2.9182,176.3702,-2.3744,13.3191,8.2355,0.9788,0.0000,0.5730,bad
1775985712.618,3.3500,179.7202,0.4317,13.7351,3.8750,0.9950,0.0000,0.6960,bad
1775985712.671,0.0000,179.7202,-3.3500,13.0470,6.4996,0.9950,0.0000,0.6960,bad
1775985712.725,-3.4276,176.2926,-3.4276,14.4246,6.2047,0.9886,0.2965,0.7010,bad
1775985712.777,0.0000,176.2926,3.4276,15.5376,4.0944,0.9886,0.2965,0.7010,bad
1775985712.829,-12.2733,164.0193,-12.2733,14.6260,8.1150,0.9810,1.0000,0.7380,bad
1775985712.881,0.0000,164.0193,12.2733,17.6443,7.3495,0.9810,1.0000,0.7380,bad
1775985712.984,4.9288,168.9480,4.9288,18.1253,8.2826,0.9653,0.6861,0.4660,bad
1775985713.036,-1.0740,167.8741,-6.0027,20.2308,8.6719,0.9971,0.7545,0.6460,bad
1775985713.088,0.0000,167.8741,1.0740,20.5802,6.8815,0.9971,0.7545,0.6460,bad
1775985713.140,-18.1296,149.7445,-18.1296,27.3931,6.1314,0.9427,1.0000,0.6490,bad
1775985713.192,0.0000,149.7445,18.1296,30.5482,4.8280,0.9427,1.0000,0.6490,bad
1775985713.249,-20.4006,129.3439,-20.4006,30.0838,7.2395,0.8852,1.0000,0.6120,bad
1775985713.303,0.0000,129.3439,20.4006,30.8474,8.7225,0.8852,1.0000,0.6120,bad
1775985713.360,-26.3739,102.9701,-26.3739,32.9841,7.2607,0.9889,1.0000,0.6760,bad
1775985713.416,0.0000,102.9701,26.3739,33.3464,10.8126,0.9889,1.0000,0.6760,bad
1775985713.469,0.0000,102.9701,0.0000,33.4091,9.9627,0.9889,1.0000,0.6760,bad
1775985713.521,66.7621,169.7322,66.7621,33.3860,8.6736,0.9387,0.1301,0.5610,bad
1775985713.573,0.0000,169.7322,-66.7621,35.6092,10.4509,0.9387,0.1301,0.5610,bad
1775985713.628,-103.9794,65.7528,-103.9794,32.4404,11.5942,0.9316,1.0000,0.6070,bad
1775985713.681,0.0000,65.7528,103.9794,33.0104,9.4287,0.9316,1.0000,0.6070,bad
1775985713.733,18.4711,84.2238,18.4711,36.2320,9.9855,0.9877,0.8379,0.6970,bad
1775985713.785,9.8270,94.0509,-8.6441,37.4616,10.3726,0.9677,0.7517,0.6740,bad
1775985713.841,0.0000,94.0509,-9.8270,36.6152,10.5695,0.9677,0.7517,0.6740,bad
1775985713.944,54.8377,148.8885,54.8377,36.0455,11.7647,0.9302,0.2705,0.5900,bad
